برلين ترفض حصول شركة اميركية على رخصة تصنيع دبابة " ليوبارد " الالمانية	X VERB NOUN NOUN ADJ ADP NOUN NOUN NOUN PUNCT X PUNCT ADJ
الجزائر 15 - 8 ( اف ب ) - اعلن الرئيس الجزائري عبد العزيز بوتفليقة اليوم الثلاثاء في الجزائر انه أن ه سيلتقي س يلتقي نظيره نظير ه الايراني محمد خاتمي في ايلول / سبتمبر المقبل في نيويورك على هامش اجتماعات الجمعية العامة للامم ل الأمم المتحدة .	NOUN NUM PUNCT NUM PUNCT X X PUNCT PUNCT VERB NOUN ADJ X X X NOUN NOUN ADP NOUN _ SCONJ PRON _ AUX VERB _ NOUN PRON ADJ X X ADP NOUN PUNCT NOUN ADJ ADP X ADP NOUN NOUN NOUN ADJ _ ADP NOUN ADJ PUNCT
وكانت و كانت العلاقات الدبلوماسية بين البلدين انقطعت منذ عام 1993 اثر اتهام الجزائر لايران ل إيران بدعم ب دعم الحركات الاسلامية المسلحة في الجزائر .	_ CCONJ VERB NOUN ADJ ADP NOUN VERB ADP NOUN NUM ADP NOUN NOUN _ ADP NOUN _ ADP NOUN NOUN ADJ ADJ ADP NOUN PUNCT
رجل دين محافظ يهاجم " الفساد الاجتماعي " في ايران	NOUN NOUN ADJ VERB PUNCT NOUN ADJ PUNCT ADP NOUN
طهران 15 - 8 ( اف ب ) - هاجم رجل الدين الايراني المحافظ آية الله محمد موسوى جزائري " التنامي السريع للفساد ل الفساد الاجتماعي " في مقاطعة خوزستان في جنوب غرب ايران .	NOUN NUM PUNCT NUM PUNCT X X PUNCT PUNCT VERB NOUN NOUN ADJ ADJ X X X X X PUNCT NOUN ADJ _ ADP NOUN ADJ PUNCT ADP NOUN X ADP NOUN NOUN NOUN PUNCT
ونقلت و نقلت صحيفة كيهان المحافظة اليوم الثلاثاء عن رجل الدين قوله قول ه " منذ اشهر عدة تنتشر بشكل ب شكل واسع كل انواع الفساد في مقاطعتنا مقاطعة نا من افلام وصور و صور واقراص و أقراص + سي دي روم + اباحية اضافة الى المخدرات والكحول و الكحول " .	_ CCONJ VERB NOUN X ADJ NOUN NOUN ADP NOUN NOUN _ NOUN PRON PUNCT ADP NOUN NOUN VERB _ ADP NOUN ADJ NOUN NOUN NOUN ADP _ NOUN PRON ADP NOUN _ CCONJ NOUN _ CCONJ NOUN SYM X X X SYM ADJ NOUN ADP NOUN _ CCONJ NOUN PUNCT PUNCT
وحث و حث آية الله جزائري الممثل الشخصي للمرشد ل المرشد الاعلى آية الله خامنئي في مقاطعة خوزستان المجاورة للعراق ل العراق المسؤولين الحكوميين والعسكريين و العسكريين " على القيام بشيء ب شيء ما " لوقف ل وقف هذا الانتشار .	_ CCONJ VERB X X X NOUN ADJ _ ADP NOUN ADJ X X X ADP NOUN X ADJ _ ADP NOUN NOUN ADJ _ CCONJ ADJ PUNCT ADP NOUN _ ADP NOUN DET PUNCT _ ADP NOUN DET NOUN PUNCT
وتابع و تابع المسؤول الديني " ان الادوات الاكثر وضوحا في الفساد الاجتماعي ( من شرائط وصور و صور واقراص و أقراص سي دي روم ) تباع في وضح النهار في شوارع الاهواز " عاصمة المقاطعة .	_ CCONJ VERB NOUN ADJ PUNCT PART NOUN ADJ NOUN ADP NOUN ADJ PUNCT ADP NOUN _ CCONJ NOUN _ CCONJ NOUN X X X PUNCT VERB ADP NOUN NOUN ADP NOUN X PUNCT NOUN NOUN PUNCT
وتابع و تابع " لا نستطيع ان نتحمل هذا الامر اكثر من ذلك وفي و في حال لم تحرك السلطات ساكنا عليها علي ها ان تعلم ان لصبر ل صبر السكان حدودا " .	_ CCONJ VERB PUNCT PART X SCONJ X DET NOUN ADJ ADP DET _ CCONJ ADP NOUN PART VERB NOUN ADJ _ ADP PRON SCONJ VERB SCONJ _ ADP NOUN NOUN NOUN PUNCT PUNCT
وتشن و تشن الصحافة المحافظة مدعومة من رجال الدين المحافظين منذ اسابيع عدة حملات ضد انتشار الفساد في المجتمع الايراني .	_ CCONJ VERB NOUN ADJ ADJ ADP NOUN NOUN X ADP NOUN NOUN NOUN ADP NOUN NOUN ADP NOUN ADJ PUNCT
وهاجمت و هاجمت صحيفة " جمهوري اسلامي " خلال الفترة الاخيرة تزايد الدعارة واستهلاك و استهلاك المخدرات في ايران .	_ CCONJ VERB NOUN PUNCT X ADJ PUNCT ADP NOUN ADJ NOUN NOUN _ CCONJ NOUN NOUN ADP NOUN PUNCT
وقالت و قالت " نشاهد يوميا الاف حالات الفساد في طهران . ان اكشاك الهاتف تحولت الى نقطة لنشر ل نشر فساد الاخلاق " .	_ CCONJ VERB PUNCT VERB ADJ NUM NOUN NOUN ADP NOUN PUNCT PART NOUN NOUN VERB ADP NOUN _ ADP NOUN NOUN NOUN PUNCT PUNCT
وجاءت و جاءت ردود الفعل هذه بعد قيام مسؤول ثقافي في البلاد بكشف ب كشف ارقام مقلقة حول انتشار الدعارة بين الشابات في ايران .	_ CCONJ VERB NOUN NOUN DET ADP NOUN NOUN ADJ ADP NOUN _ ADP NOUN NOUN ADJ ADP NOUN NOUN ADP NOUN ADP NOUN PUNCT
وقال و قال مدير الشؤون الثقافية والفنية و الفنية في بلدية طهران حجة الاسلام محمد علي زام في مطلع تموز / يوليو الماضي ان الدعارة واستهلاك و استهلاك المخدرات ينتشران بشكل ب شكل واسع في صفوف الشبان الذين باتوا " اكثر تجاهلا " للقيم ل القيم الاخلاقية والدينية و الدينية .	_ CCONJ VERB NOUN NOUN ADJ _ CCONJ ADJ ADP NOUN NOUN X NOUN X X X ADP NOUN NOUN PUNCT NOUN ADJ SCONJ NOUN _ CCONJ NOUN NOUN VERB _ ADP NOUN ADJ ADP NOUN NOUN DET VERB PUNCT ADJ NOUN PUNCT _ ADP NOUN ADJ _ CCONJ ADJ PUNCT
واضاف و أضاف " ان استهلاك المخدرات في المدارس ازداد بشكل ب شكل كبير وازدادت و ازدادت الدعارة في صفوف تلامذة المدارس بنسبة ب نسبة 635 بالمئة ب المئة وتجاوزت و تجاوزت نسبة الانتحار في البلاد رقم ال 109 بالمئة ب المئة القياسي " .	_ CCONJ VERB PUNCT PART NOUN NOUN ADP NOUN VERB _ ADP NOUN ADJ _ CCONJ VERB NOUN ADP NOUN NOUN NOUN _ ADP NOUN NUM _ ADP NUM _ CCONJ VERB NOUN NOUN ADP NOUN NOUN PART NUM _ ADP NUM ADJ PUNCT PUNCT
ويبلغ و يبلغ عدد سكان ايران 62 مليون نسمة بينهم بين هم 35 مليونا تحت العشرين عاما .	_ CCONJ VERB NOUN NOUN NOUN NUM NUM NOUN _ ADP PRON NUM NUM ADP NUM NOUN PUNCT
محادثات مصرية فلسطينية حول عملية السلام مع اسرائيل	NOUN ADJ ADJ ADP NOUN NOUN ADP NOUN
القاهرة 15 - 8 ( اف ب ) - ذكر مسؤول فلسطيني ان مفاوضين فلسطينيين في عملية السلام مع اسرائيل اجتمعوا مع مسؤولين مصريين اليوم الثلاثاء في القاهرة .	NOUN NUM PUNCT NUM PUNCT X X PUNCT PUNCT VERB NOUN ADJ SCONJ NOUN ADJ ADP NOUN NOUN ADP NOUN VERB ADP NOUN ADJ NOUN NOUN ADP NOUN PUNCT
واوضح و أوضح المسؤول الذي طلب عدم ذكر اسمه اسم ه ان الوفد الفلسطيني الذي يقوده يقود ه محمود عباس ( ابو مازن ) امين سر اللجنة التنفيذية لمنظمة ل منظمة التحرير الفلسطينية يضم ايضا احمد قريع ( ابو علاء ) رئيس المجلس التشريعي الفلسطيني وياسر و ياسر عبد ربه وزير الاعلام وصائب و صائب عريقات كبير مفاوضي المرحلة الانتقالية .	_ CCONJ VERB NOUN DET VERB NOUN NOUN _ NOUN PRON SCONJ NOUN ADJ DET _ VERB PRON X X PUNCT X X PUNCT NOUN NOUN NOUN ADJ _ ADP NOUN NOUN ADJ VERB ADV X X PUNCT X X PUNCT NOUN NOUN ADJ ADJ _ CCONJ NOUN X X NOUN NOUN _ CCONJ NOUN NOUN ADJ NOUN NOUN ADJ PUNCT
واكدت و أكدت الاذاعة الاسرائيلية اليوم ان القائم باعمال ب أعمال وزير الخارجية الاسرائيلي شلومو بن عامي سيلتقي س يلتقي قريع دون ان تحدد موعد او مكان هذا اللقاء .	_ CCONJ VERB NOUN ADJ NOUN SCONJ ADJ _ ADP NOUN NOUN NOUN ADJ X PROPN X _ AUX VERB X ADP SCONJ VERB NOUN CCONJ NOUN DET NOUN PUNCT
وردا و ردا على سؤال لوكالة ل وكالة فرانس برس بشان احتمال وجود مفاوضين اسرائيليين قالت متحدثة باسم ب اسم السفارة الاسرائيلية في القاهرة " لا ، لا يوجد مسؤولون اسرائيليون اليوم في مصر " .	_ CCONJ NOUN ADP NOUN _ ADP NOUN X X X NOUN NOUN NOUN ADJ VERB NOUN _ ADP NOUN NOUN ADJ ADP NOUN PUNCT PART PUNCT PART VERB NOUN ADJ NOUN ADP NOUN PUNCT PUNCT
واضافت و أضافت ردا على سؤال عما عن ما اذا كان من المنتظر وصول مفاوضين اسرائيليين الى مصر في الايام القادمة " لا علم لنا ل نا بذلك ب ذٰلك " .	_ CCONJ VERB NOUN ADP NOUN _ ADP DET CCONJ AUX ADP ADJ NOUN NOUN ADJ ADP NOUN ADP NOUN ADJ PUNCT PART NOUN _ ADP PRON _ ADP DET PUNCT PUNCT
وكان و كان مصدر فلسطيني رسمي ذكر امس الاثنين ان وزير الخارجية المصري عمرو موسى عرض على محادثيه الفلسطينيين افكارا من شأنها شأن ها افساح المجال امام اجراء محادثات جديدة مع اسرائيل بعد فشل قمة كامب ديفيد في 25 تموز / يوليو .	_ CCONJ VERB NOUN ADJ ADJ VERB ADV NOUN SCONJ NOUN NOUN ADJ X X VERB ADP X ADJ NOUN ADP _ NOUN PRON NOUN NOUN ADP NOUN NOUN ADJ ADP NOUN ADP NOUN NOUN X X ADP NUM NOUN PUNCT NOUN PUNCT
واوضح و أوضح المسؤول الفلسطيني ان الوفد الفلسطيني سيغادر س يغادر مصر مساء الثلاثاء دون ان يستبعد عودته عودة ه الى البلاد في الايام القريبة القادمة .	_ CCONJ VERB NOUN ADJ SCONJ NOUN ADJ _ AUX VERB NOUN NOUN NOUN ADP SCONJ VERB _ NOUN PRON ADP NOUN ADP NOUN ADJ ADJ PUNCT
واوضح و أوضح ردا على سؤال لوكالة ل وكالة فرانس برس ان " محادثات الوفد الفلسطيني مع المسؤولين المصريين جرت خارج القاهرة " .	_ CCONJ VERB NOUN ADP NOUN _ ADP NOUN X X SCONJ PUNCT NOUN NOUN ADJ ADP NOUN ADJ VERB ADP NOUN PUNCT PUNCT
ويتنقل و يتنقل المسؤولون المصريون منذ اسابيع بين القاهرة والاسكندرية و الإسكندرية ( شمال ) حيث يوجد المقر الصيفي للرئيس ل الرئيس المصري حسني مبارك .	_ CCONJ VERB NOUN ADJ ADP NOUN ADP NOUN _ CCONJ NOUN PUNCT NOUN PUNCT CCONJ VERB NOUN ADJ _ ADP NOUN ADJ X X PUNCT
واستنادا و استنادا الى الاذاعة الاسرائيلية فان ف إن مفاوضات الوضع النهائي ستستانف س تستأنف الاربعاء في مكان لم يحدد ، على اعلى مستوى ، للمرة ل المرة الاولى منذ قمة كامب ديفيد .	_ CCONJ NOUN ADP NOUN ADJ _ CCONJ SCONJ NOUN NOUN ADJ _ PART VERB NOUN ADP NOUN PART VERB PUNCT ADP ADJ NOUN PUNCT _ ADP NOUN ADJ ADP NOUN X X PUNCT
وابدى و أبدى مسؤولون اسرائيليون وفلسطينيون و فلسطينيون واميركيون و أميركيون اليوم تفاؤلهم تفاؤل هم حيال التوصل قريبا الى اتفاق بين اسرائيل والفلسطينيين و الفلسطينيين .	_ CCONJ VERB NOUN ADJ _ CCONJ ADJ _ CCONJ ADJ NOUN _ NOUN PRON ADP NOUN ADJ ADP NOUN ADP NOUN _ CCONJ NOUN PUNCT
انزال كبسولة على شكل جرس لانقاذ ل إنقاذ بحارة الغواصة الروسية كورسك	NOUN NOUN ADP NOUN NOUN _ ADP NOUN NOUN NOUN ADJ X
موسكو 15 - 8 ( اف ب ) - نقلت وكالة انترفاكس للانباء ل الأنباء عن الاميرال فلاديمير كوروييدوف قائد البحرية الروسية قوله قول ه ان البحرية تامل في البدء بعملية ب عملية انقاذ افراد طاقم الغواصة " كورسك " مساء اليوم الثلاثاء عن طريق انزال كبسولة على شكل جرس لتحط ل تحط على ظهر الغواصة المنكوبة .	X NUM PUNCT NUM PUNCT X X PUNCT PUNCT VERB NOUN X _ ADP NOUN ADP NOUN X X NOUN NOUN ADJ _ NOUN PRON SCONJ NOUN VERB ADP NOUN _ ADP NOUN NOUN NOUN NOUN NOUN PUNCT X PUNCT NOUN NOUN NOUN ADP NOUN NOUN NOUN ADP NOUN NOUN _ CCONJ VERB ADP NOUN NOUN ADJ PUNCT
وكان و كان وزير الدفاع الروسي ايغور سيرغييف اعلن بعد ظهر اليوم ان البحرية الروسية باشرت " عملية اجلاء " افراد طاقم الغواصة " كورسك " ال 116 .	_ CCONJ VERB NOUN NOUN ADJ X X VERB ADP NOUN NOUN SCONJ NOUN ADJ VERB PUNCT NOUN NOUN PUNCT NOUN NOUN NOUN PUNCT X PUNCT PART NUM PUNCT
الا ان قائد البحرية الروسية الاميرال فلاديمير كوروييدوف اوضح للتلفزيون ل التلفزيون ان عمليات " التحضير للانقاذ ل الإنقاذ " جارية في ظل هدوء العاصفة التي هبت في بحر بارنتس .	PART SCONJ NOUN NOUN ADJ NOUN X X VERB _ ADP NOUN SCONJ NOUN PUNCT NOUN _ ADP NOUN PUNCT ADJ ADP NOUN NOUN NOUN DET VERB ADP NOUN X PUNCT
وقال و قال ان عملية اجلاء البحارة بالمعنى ب المعنى الدقيق لن تبدأ قبل منتصف الليل ( 20،00 ت غ ) في افضل الظروف اذا استقرت الاحوال الجوية على هدوئها هدوء ها .	_ CCONJ VERB SCONJ NOUN NOUN NOUN _ ADP NOUN ADJ PART VERB ADP NOUN NOUN PUNCT NUM X X PUNCT ADP ADJ NOUN CCONJ VERB NOUN ADJ ADP _ NOUN PRON PUNCT
والكبسولة و الكبسولة " الجرس " التي سيتم س يتم انزالها إنزال ها لانقاذ ل إنقاذ الطاقم هي كناية عن كبسولة صنعت بهدف ب هدف مساعدة افراد طواقم الغواصات التي تتعرض لمحن ل محن . وهذه و هٰذه الكبسولة التي سيتم س يتم انزالها إنزال ها من سفينة عائمة ، تقوم بالالتحام ب الالتحام بفتحة ب فتحة الانقاذ في الغواصة وتسمح و تسمح لافراد ل أفراد الطاقم بالعبور ب العبور اليها إلي ها .	_ CCONJ NOUN PUNCT NOUN PUNCT DET _ AUX VERB _ NOUN PRON _ ADP NOUN NOUN PRON NOUN ADP NOUN VERB _ ADP NOUN NOUN NOUN NOUN NOUN DET VERB _ ADP NOUN PUNCT _ CCONJ DET NOUN DET _ AUX VERB _ NOUN PRON ADP NOUN ADJ PUNCT VERB _ ADP NOUN _ ADP NOUN NOUN ADP NOUN _ CCONJ VERB _ ADP NOUN NOUN _ ADP NOUN _ ADP PRON PUNCT
ويستطيع و يستطيع البحارة عندئذ الخروج مبدئيا من الغواصة والصعود و الصعود الى سطح الماء داخل هذا " الجرس " .	_ CCONJ VERB NOUN ADV NOUN ADJ ADP NOUN _ CCONJ NOUN ADP NOUN NOUN ADP DET PUNCT NOUN PUNCT PUNCT
واضاف و أضاف الاميرال ان " المهم هو ان يبقى الطقس جيدا " ، ملمحا الى ان العملية قد لا تتم في حال لم تهدأ العاصفة .	_ CCONJ VERB NOUN SCONJ PUNCT ADJ PRON SCONJ VERB NOUN ADJ PUNCT PUNCT ADJ ADP SCONJ NOUN PART PART VERB ADP NOUN PART VERB NOUN PUNCT
الا ان احد الخبراء الكابتن المتقاعد ايغور كودرين حذر ردا على سؤال لتلفزيون ل تلفزيون " ان تي في " الخاص من ان " وجود الغواصة في قعر المياه على جانبها جانب ها بانحناء ب انحناء 60 درجة ، سيجعل س يجعل هذه العملية صعبة للغاية ل الغاية " .	PART SCONJ NOUN NOUN X NOUN X X VERB NOUN ADP NOUN _ ADP NOUN PUNCT X X X PUNCT ADJ ADP SCONJ PUNCT NOUN NOUN ADP NOUN NOUN ADP _ NOUN PRON _ ADP NOUN NUM NOUN PUNCT _ AUX VERB DET NOUN ADJ _ ADP NOUN PUNCT PUNCT
واكد و أكد انه أن ه " من المستحيل عمليا ان تلتحم كبسولة بفتحة ب فتحة الانقاذ في مثل هذا الانحناء " .	_ CCONJ VERB _ SCONJ PRON PUNCT ADP ADJ ADJ SCONJ VERB NOUN _ ADP NOUN NOUN ADP ADP DET NOUN PUNCT PUNCT
الخطوط الجوية البريطانية تعلن تعليق رحلات كونكورد	NOUN ADJ ADJ VERB NOUN NOUN X
لندن 15 - 8 ( اف ب ) - اعلنت الخطوط الجوية البريطانية " بريتيش ايروايز " اليوم الثلاثاء تعليق كل رحلات الكونكورد فورا ، وذلك و ذٰلك بناء على توصيات من هيئتي الملاحة الجوية في كل من بريطانيا وفرنسا و فرنسا .	X NUM PUNCT NUM PUNCT X X PUNCT PUNCT VERB NOUN ADJ ADJ PUNCT X X PUNCT NOUN NOUN NOUN NOUN NOUN X NOUN PUNCT _ CCONJ DET NOUN ADP NOUN ADP NOUN NOUN ADJ ADP NOUN ADP X _ CCONJ X PUNCT
واوضح و أوضح المدير العام لشركة ل شركة " بريتيش ايرويز " رود ايدينغتون ان هذا القرار اتخذ لان هيئتي الطيران المدني البريطانية والفرنسية و الفرنسية تستعدان لاصدار ل إصدار توصية الاربعاء بتعليق ب تعليق اذونات الطيران لكل ل كل طائرات كونكورد .	_ CCONJ VERB NOUN ADJ _ ADP NOUN PUNCT X X PUNCT X X SCONJ DET NOUN VERB CCONJ NOUN NOUN ADJ NOUN _ CCONJ NOUN VERB _ ADP NOUN NOUN NOUN _ ADP NOUN X NOUN _ ADP NOUN NOUN X PUNCT
وقال و قال ايدينغتون ان المكتب البريطاني للتحقيق ل التحقيق في الحوادث الجوية " ابلغنا أبلغ نا هذا الصباح انه أن ه في ضوء المعلومات الاخيرة المتوافرة سيوصي س يوصي غدا ( الاربعاء ) بالاشتراك ب الاشتراك مع نظيره نظير ه الفرنسي بتعليق ب تعليق اجازة الطيران الممنوحة الى الطائرة " .	_ CCONJ VERB X SCONJ NOUN ADJ _ ADP NOUN ADP NOUN ADJ PUNCT _ VERB PRON DET NOUN _ SCONJ PRON ADP NOUN NOUN ADJ ADJ _ AUX VERB NOUN PUNCT NOUN PUNCT _ ADP NOUN ADP _ NOUN PRON ADJ _ ADP NOUN NOUN NOUN ADJ ADP NOUN PUNCT PUNCT
